Year,Zip_Code,county,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2013,90001,Los Angeles,All Ages,441,85.1
2013,90002,Los Angeles,All Ages,425,79.1
2013,90003,Los Angeles,All Ages,594,88.1
2013,90004,Los Angeles,All Ages,270,49.5
2013,90005,Los Angeles,All Ages,128,34.6
2013,90006,Los Angeles,All Ages,252,43.4
2013,90007,Los Angeles,All Ages,185,65.3
2013,90008,Los Angeles,All Ages,304,96.7
2013,90011,Los Angeles,All Ages,707,69
2013,90012,Los Angeles,All Ages,69,29
2013,90013,Los Angeles,All Ages,118,118
2013,90014,Los Angeles,All Ages,79,113.3
2013,90015,Los Angeles,All Ages,129,72.2
2013,90016,Los Angeles,All Ages,377,81
2013,90017,Los Angeles,All Ages,146,63.8
2013,90018,Los Angeles,All Ages,341,67.5
2013,90019,Los Angeles,All Ages,366,59.1
2013,90020,Los Angeles,All Ages,112,32.9
2013,90021,Los Angeles,All Ages,58,174.4
2013,90022,Los Angeles,All Ages,436,65
2013,90023,Los Angeles,All Ages,303,62.3
2013,90024,Los Angeles,All Ages,56,21.6
2013,90025,Los Angeles,All Ages,58,15.9
2013,90026,Los Angeles,All Ages,261,42.1
2013,90027,Los Angeles,All Ages,170,41.7
2013,90028,Los Angeles,All Ages,190,76.4
2013,90029,Los Angeles,All Ages,214,57.9
2013,90031,Los Angeles,All Ages,148,35.8
2013,90032,Los Angeles,All Ages,244,53.9
2013,90033,Los Angeles,All Ages,445,91
2013,90034,Los Angeles,All Ages,153,30.9
2013,90035,Los Angeles,All Ages,73,24.6
2013,90036,Los Angeles,All Ages,93,29.2
2013,90037,Los Angeles,All Ages,522,83.9
2013,90038,Los Angeles,All Ages,97,40.4
2013,90039,Los Angeles,All Ages,131,50.2
2013,90040,Los Angeles,All Ages,85,86.1
2013,90041,Los Angeles,All Ages,102,36.3
2013,90042,Los Angeles,All Ages,267,44.3
2013,90043,Los Angeles,All Ages,459,105.2
2013,90044,Los Angeles,All Ages,979,103.5
2013,90045,Los Angeles,All Ages,113,33.2
2013,90046,Los Angeles,All Ages,99,24.7
2013,90047,Los Angeles,All Ages,575,120.4
2013,90048,Los Angeles,All Ages,43,21.1
2013,90049,Los Angeles,All Ages,29,8.2
2013,90056,Los Angeles,All Ages,26,35.6
2013,90057,Los Angeles,All Ages,214,50.3
2013,90058,Los Angeles,All Ages,38,117.5
2013,90059,Los Angeles,All Ages,430,94.2
2013,90061,Los Angeles,All Ages,263,93.9
2013,90062,Los Angeles,All Ages,312,97.2
2013,90063,Los Angeles,All Ages,287,49.9
2013,90064,Los Angeles,All Ages,52,20.5
2013,90065,Los Angeles,All Ages,271,60.9
2013,90066,Los Angeles,All Ages,143,28.9
2013,90068,Los Angeles,All Ages,31,12.4
2013,90069,Los Angeles,All Ages,40,17.4
2013,90201,Los Angeles,All Ages,462,43.7
2013,90210,Los Angeles,All Ages,38,17.1
2013,90211,Los Angeles,All Ages,20,28.2
2013,90212,Los Angeles,All Ages,20,16.6
2013,90220,Los Angeles,All Ages,439,85.8
2013,90221,Los Angeles,All Ages,420,77.6
2013,90222,Los Angeles,All Ages,303,90
2013,90230,Los Angeles,All Ages,72,24
2013,90232,Los Angeles,All Ages,40,26.6
2013,90240,Los Angeles,All Ages,85,35.2
2013,90241,Los Angeles,All Ages,217,50.8
2013,90242,Los Angeles,All Ages,205,47.1
2013,90245,Los Angeles,All Ages,35,25.7
2013,90247,Los Angeles,All Ages,349,74.7
2013,90248,Los Angeles,All Ages,52,53.8
2013,90249,Los Angeles,All Ages,200,77
2013,90250,Los Angeles,All Ages,660,66.9
2013,90254,Los Angeles,All Ages,25,13.8
2013,90255,Los Angeles,All Ages,421,58.9
2013,90260,Los Angeles,All Ages,198,56.4
2013,90262,Los Angeles,All Ages,374,53.9
2013,90265,Los Angeles,All Ages,16,11.3
2013,90266,Los Angeles,All Ages,44,13.2
2013,90270,Los Angeles,All Ages,116,43.4
2013,90272,Los Angeles,All Ages,39,17.8
2013,90274,Los Angeles,All Ages,29,11.9
2013,90275,Los Angeles,All Ages,55,14.4
2013,90277,Los Angeles,All Ages,74,24.2
2013,90278,Los Angeles,All Ages,119,31.5
2013,90280,Los Angeles,All Ages,374,39.2
2013,90291,Los Angeles,All Ages,60,26.6
2013,90292,Los Angeles,All Ages,47,24.8
2013,90301,Los Angeles,All Ages,300,80.8
2013,90302,Los Angeles,All Ages,251,86.7
2013,90303,Los Angeles,All Ages,230,88.7
2013,90304,Los Angeles,All Ages,157,54.9
2013,90305,Los Angeles,All Ages,126,85.1
2013,90401,Los Angeles,All Ages,36,57.1
2013,90403,Los Angeles,All Ages,50,22.5
2013,90404,Los Angeles,All Ages,102,50.8
2013,90405,Los Angeles,All Ages,70,31.1
2013,90501,Los Angeles,All Ages,239,55.9
2013,90502,Los Angeles,All Ages,61,37
2013,90503,Los Angeles,All Ages,112,26
2013,90504,Los Angeles,All Ages,116,39.1
2013,90505,Los Angeles,All Ages,86,26.5
2013,90601,Los Angeles,All Ages,162,51
2013,90602,Los Angeles,All Ages,164,67.3
2013,90603,Los Angeles,All Ages,100,52.5
2013,90604,Los Angeles,All Ages,240,59.5
2013,90605,Los Angeles,All Ages,234,58.1
2013,90606,Los Angeles,All Ages,157,49.5
2013,90620,Orange,All Ages,194,43.6
2013,90621,Orange,All Ages,176,51.3
2013,90623,Orange,All Ages,41,28.3
2013,90630,Orange,All Ages,135,28.7
2013,90631,Orange,All Ages,303,44.4
2013,90638,Los Angeles,All Ages,159,34.2
2013,90640,Los Angeles,All Ages,310,50.1
2013,90650,Los Angeles,All Ages,558,53.1
2013,90660,Los Angeles,All Ages,315,50.2
2013,90670,Los Angeles,All Ages,73,49
2013,90680,Orange,All Ages,134,40.6
2013,90701,Los Angeles,All Ages,57,39.4
2013,90703,Los Angeles,All Ages,187,41.9
2013,90704,Los Angeles,All Ages,20,56.2
2013,90706,Los Angeles,All Ages,500,64.6
2013,90710,Los Angeles,All Ages,126,51
2013,90712,Los Angeles,All Ages,173,60
2013,90713,Los Angeles,All Ages,102,37
2013,90715,Los Angeles,All Ages,130,66.3
2013,90716,Los Angeles,All Ages,74,50.2
2013,90717,Los Angeles,All Ages,81,38.7
2013,90720,Orange,All Ages,47,24.3
2013,90723,Los Angeles,All Ages,269,50.8
2013,90731,Los Angeles,All Ages,488,78.5
2013,90732,Los Angeles,All Ages,52,29.1
2013,90740,Orange,All Ages,48,24
2013,90744,Los Angeles,All Ages,362,66.1
2013,90745,Los Angeles,All Ages,292,52.6
2013,90746,Los Angeles,All Ages,188,82.8
2013,90755,Los Angeles,All Ages,56,58.5
2013,90802,Los Angeles,All Ages,271,67.1
2013,90803,Los Angeles,All Ages,65,22
2013,90804,Los Angeles,All Ages,293,72.8
2013,90805,Los Angeles,All Ages,751,78.7
2013,90806,Los Angeles,All Ages,373,85.9
2013,90807,Los Angeles,All Ages,127,40.8
2013,90808,Los Angeles,All Ages,63,16.7
2013,90810,Los Angeles,All Ages,235,62.6
2013,90813,Los Angeles,All Ages,727,127.6
2013,90814,Los Angeles,All Ages,42,21.8
2013,90815,Los Angeles,All Ages,87,22.5
2013,91001,Los Angeles,All Ages,132,38.4
2013,91006,Los Angeles,All Ages,55,19.4
2013,91007,Los Angeles,All Ages,63,19.4
2013,91010,Los Angeles,All Ages,115,46.4
2013,91011,Los Angeles,All Ages,26,13.4
2013,91016,Los Angeles,All Ages,136,35
2013,91020,Los Angeles,All Ages,23,27.6
2013,91024,Los Angeles,All Ages,27,28.2
2013,91030,Los Angeles,All Ages,44,16.8
2013,91040,Los Angeles,All Ages,76,36.2
2013,91042,Los Angeles,All Ages,100,40
2013,91101,Los Angeles,All Ages,28,17.1
2013,91103,Los Angeles,All Ages,144,51
2013,91104,Los Angeles,All Ages,127,34.9
2013,91105,Los Angeles,All Ages,23,22.8
2013,91106,Los Angeles,All Ages,63,32.3
2013,91107,Los Angeles,All Ages,71,23.3
2013,91108,Los Angeles,All Ages,15,11.6
2013,91201,Los Angeles,All Ages,68,32
2013,91202,Los Angeles,All Ages,63,27.5
2013,91203,Los Angeles,All Ages,30,25.1
2013,91204,Los Angeles,All Ages,136,81
2013,91205,Los Angeles,All Ages,184,50.5
2013,91206,Los Angeles,All Ages,87,28.8
2013,91207,Los Angeles,All Ages,14,18.5
2013,91208,Los Angeles,All Ages,21,12.3
2013,91214,Los Angeles,All Ages,95,35.3
2013,91301,Los Angeles,All Ages,49,21.6
2013,91302,Los Angeles,All Ages,32,12
2013,91303,Los Angeles,All Ages,143,54.3
2013,91304,Los Angeles,All Ages,295,61.3
2013,91306,Los Angeles,All Ages,242,51.7
2013,91307,Los Angeles,All Ages,78,31.2
2013,91311,Los Angeles,All Ages,127,36.1
2013,91316,Los Angeles,All Ages,93,36.6
2013,91320,Ventura,All Ages,86,21
2013,91321,Los Angeles,All Ages,123,33.3
2013,91324,Los Angeles,All Ages,135,54.9
2013,91325,Los Angeles,All Ages,166,51.6
2013,91326,Los Angeles,All Ages,81,24.7
2013,91331,Los Angeles,All Ages,677,63.1
2013,91335,Los Angeles,All Ages,462,63.6
2013,91340,Los Angeles,All Ages,275,77.8
2013,91342,Los Angeles,All Ages,589,64.4
2013,91343,Los Angeles,All Ages,451,73.4
2013,91344,Los Angeles,All Ages,219,43.4
2013,91345,Los Angeles,All Ages,125,69.1
2013,91350,Los Angeles,All Ages,104,37.9
2013,91351,Los Angeles,All Ages,141,41
2013,91352,Los Angeles,All Ages,325,73.4
2013,91354,Los Angeles,All Ages,62,22.6
2013,91355,Los Angeles,All Ages,75,23
2013,91356,Los Angeles,All Ages,122,41.5
2013,91360,Ventura,All Ages,108,27.8
2013,91361,Ventura,All Ages,24,10.8
2013,91362,Ventura,All Ages,71,23.1
2013,91364,Los Angeles,All Ages,74,29.7
2013,91367,Los Angeles,All Ages,123,31.8
2013,91377,Ventura,All Ages,18,14.6
2013,91381,Los Angeles,All Ages,25,14.2
2013,91384,Los Angeles,All Ages,75,23.4
2013,91387,Los Angeles,All Ages,142,33.7
2013,91390,Los Angeles,All Ages,25,12.1
2013,91401,Los Angeles,All Ages,188,46.3
2013,91402,Los Angeles,All Ages,646,93.1
2013,91403,Los Angeles,All Ages,61,29.6
2013,91405,Los Angeles,All Ages,462,92.2
2013,91406,Los Angeles,All Ages,352,64.9
2013,91411,Los Angeles,All Ages,135,55.1
2013,91423,Los Angeles,All Ages,61,19.5
2013,91436,Los Angeles,All Ages,29,17.8
2013,91501,Los Angeles,All Ages,72,36.5
2013,91502,Los Angeles,All Ages,36,36.3
2013,91504,Los Angeles,All Ages,82,33.7
2013,91505,Los Angeles,All Ages,91,31.1
2013,91506,Los Angeles,All Ages,63,34.2
2013,91601,Los Angeles,All Ages,191,54.2
2013,91602,Los Angeles,All Ages,37,23.9
2013,91604,Los Angeles,All Ages,63,19
2013,91605,Los Angeles,All Ages,362,65.5
2013,91606,Los Angeles,All Ages,274,66.3
2013,91607,Los Angeles,All Ages,85,30.3
2013,91701,San Bernardino,All Ages,98,25.7
2013,91702,Los Angeles,All Ages,337,54.7
2013,91706,Los Angeles,All Ages,421,55
2013,91708,San Bernardino,All Ages,35,77.9
2013,91709,San Bernardino,All Ages,147,22.3
2013,91710,San Bernardino,All Ages,324,42.2
2013,91711,Los Angeles,All Ages,99,31.8
2013,91722,Los Angeles,All Ages,166,47.5
2013,91723,Los Angeles,All Ages,109,58.4
2013,91724,Los Angeles,All Ages,144,54.6
2013,91730,San Bernardino,All Ages,246,38.6
2013,91731,Los Angeles,All Ages,145,51
2013,91732,Los Angeles,All Ages,362,56.7
2013,91733,Los Angeles,All Ages,217,46.3
2013,91737,San Bernardino,All Ages,58,25.5
2013,91739,San Bernardino,All Ages,102,29.6
2013,91740,Los Angeles,All Ages,115,48
2013,91741,Los Angeles,All Ages,69,27.4
2013,91744,Los Angeles,All Ages,509,60.3
2013,91745,Los Angeles,All Ages,184,36.1
2013,91746,Los Angeles,All Ages,145,46.1
2013,91748,Los Angeles,All Ages,101,24.3
2013,91750,Los Angeles,All Ages,96,30.2
2013,91752,Riverside,All Ages,129,39
2013,91754,Los Angeles,All Ages,92,31.1
2013,91755,Los Angeles,All Ages,56,24.1
2013,91761,San Bernardino,All Ages,271,45
2013,91762,San Bernardino,All Ages,330,56.8
2013,91763,San Bernardino,All Ages,234,60.9
2013,91764,San Bernardino,All Ages,387,67.7
2013,91765,Los Angeles,All Ages,101,24.1
2013,91766,Los Angeles,All Ages,428,59.8
2013,91767,Los Angeles,All Ages,334,69.8
2013,91768,Los Angeles,All Ages,231,64.9
2013,91770,Los Angeles,All Ages,201,34.3
2013,91773,Los Angeles,All Ages,113,37.1
2013,91775,Los Angeles,All Ages,56,24
2013,91776,Los Angeles,All Ages,86,22.9
2013,91780,Los Angeles,All Ages,74,23
2013,91784,San Bernardino,All Ages,62,25.8
2013,91786,San Bernardino,All Ages,366,68.6
2013,91789,Los Angeles,All Ages,94,27
2013,91790,Los Angeles,All Ages,212,47.1
2013,91791,Los Angeles,All Ages,105,35.2
2013,91792,Los Angeles,All Ages,112,35.3
2013,91801,Los Angeles,All Ages,159,33.7
2013,91803,Los Angeles,All Ages,92,34
2013,91901,San Diego,All Ages,52,34.9
2013,91902,San Diego,All Ages,55,33.4
2013,91906,San Diego,All Ages,25,74.7
2013,91910,San Diego,All Ages,375,50.6
2013,91911,San Diego,All Ages,528,61.9
2013,91913,San Diego,All Ages,100,25.8
2013,91914,San Diego,All Ages,24,17.4
2013,91915,San Diego,All Ages,57,21
2013,91932,San Diego,All Ages,147,56.1
2013,91941,San Diego,All Ages,117,34.7
2013,91942,San Diego,All Ages,148,61.6
2013,91945,San Diego,All Ages,168,65.2
2013,91950,San Diego,All Ages,415,71.8
2013,91977,San Diego,All Ages,362,61.2
2013,91978,San Diego,All Ages,17,19.7
2013,92007,San Diego,All Ages,29,32.6
2013,92008,San Diego,All Ages,61,24.1
2013,92009,San Diego,All Ages,58,13.7
2013,92010,San Diego,All Ages,39,27.8
2013,92011,San Diego,All Ages,34,15.7
2013,92014,San Diego,All Ages,15,17.5
2013,92019,San Diego,All Ages,134,31.3
2013,92020,San Diego,All Ages,303,51
2013,92021,San Diego,All Ages,300,49.8
2013,92024,San Diego,All Ages,74,15.5
2013,92025,San Diego,All Ages,171,35.1
2013,92026,San Diego,All Ages,110,21.5
2013,92027,San Diego,All Ages,177,32.1
2013,92028,San Diego,All Ages,150,25.7
2013,92029,San Diego,All Ages,31,17.3
2013,92037,San Diego,All Ages,50,15.4
2013,92040,San Diego,All Ages,157,37.2
2013,92054,San Diego,All Ages,192,48.7
2013,92056,San Diego,All Ages,173,34.9
2013,92057,San Diego,All Ages,193,34.7
2013,92058,San Diego,All Ages,141,44.5
2013,92064,San Diego,All Ages,95,20.8
2013,92065,San Diego,All Ages,78,22.9
2013,92069,San Diego,All Ages,106,23
2013,92071,San Diego,All Ages,177,32.8
2013,92075,San Diego,All Ages,18,17
2013,92078,San Diego,All Ages,95,21.4
2013,92081,San Diego,All Ages,64,25.4
2013,92082,San Diego,All Ages,41,22.2
2013,92083,San Diego,All Ages,206,57.9
2013,92084,San Diego,All Ages,193,40.8
2013,92086,San Diego,All Ages,12,96.2
2013,92101,San Diego,All Ages,222,68.6
2013,92102,San Diego,All Ages,319,77
2013,92103,San Diego,All Ages,121,45.1
2013,92104,San Diego,All Ages,240,55.3
2013,92105,San Diego,All Ages,494,67.7
2013,92106,San Diego,All Ages,35,19.3
2013,92107,San Diego,All Ages,81,36.3
2013,92108,San Diego,All Ages,38,25.3
2013,92109,San Diego,All Ages,72,22.9
2013,92110,San Diego,All Ages,69,28.6
2013,92111,San Diego,All Ages,219,49.3
2013,92113,San Diego,All Ages,555,107.2
2013,92114,San Diego,All Ages,580,91.2
2013,92115,San Diego,All Ages,314,50.7
2013,92116,San Diego,All Ages,115,46.9
2013,92117,San Diego,All Ages,168,38.6
2013,92118,San Diego,All Ages,33,19.4
2013,92119,San Diego,All Ages,57,25.9
2013,92120,San Diego,All Ages,87,36
2013,92122,San Diego,All Ages,51,14.1
2013,92123,San Diego,All Ages,101,36.6
2013,92124,San Diego,All Ages,70,19.5
2013,92126,San Diego,All Ages,209,33
2013,92127,San Diego,All Ages,65,13.4
2013,92128,San Diego,All Ages,75,16.2
2013,92129,San Diego,All Ages,107,21.8
2013,92130,San Diego,All Ages,56,12.1
2013,92131,San Diego,All Ages,48,16.1
2013,92139,San Diego,All Ages,181,50.7
2013,92154,San Diego,All Ages,305,39.3
2013,92173,San Diego,All Ages,150,50.1
2013,92201,Riverside,All Ages,353,53.1
2013,92203,Riverside,All Ages,73,27.4
2013,92211,Riverside,All Ages,61,40.1
2013,92220,Riverside,All Ages,217,76.1
2013,92223,Riverside,All Ages,242,53.6
2013,92225,Riverside,All Ages,176,76.2
2013,92227,Imperial,All Ages,326,111.7
2013,92230,Riverside,All Ages,37,134.7
2013,92231,Imperial,All Ages,147,35.1
2013,92233,Imperial,All Ages,41,65.3
2013,92234,Riverside,All Ages,163,31.1
2013,92236,Riverside,All Ages,224,50.3
2013,92240,Riverside,All Ages,207,55.2
2013,92241,Riverside,All Ages,28,30
2013,92243,Imperial,All Ages,471,91.1
2013,92249,Imperial,All Ages,43,49.8
2013,92250,Imperial,All Ages,50,55.7
2013,92251,Imperial,All Ages,133,57.4
2013,92252,San Bernardino,All Ages,60,67.3
2013,92253,Riverside,All Ages,77,22.6
2013,92254,Riverside,All Ages,56,42.1
2013,92257,Imperial,All Ages,21,165.4
2013,92260,Riverside,All Ages,78,30.8
2013,92262,Riverside,All Ages,119,51.2
2013,92264,Riverside,All Ages,61,52.7
2013,92270,Riverside,All Ages,32,22
2013,92274,Riverside,All Ages,87,34.7
2013,92276,Riverside,All Ages,25,31.7
2013,92277,San Bernardino,All Ages,66,28.7
2013,92284,San Bernardino,All Ages,104,44.1
2013,92301,San Bernardino,All Ages,329,93.5
2013,92307,San Bernardino,All Ages,347,90.9
2013,92308,San Bernardino,All Ages,285,69.9
2013,92311,San Bernardino,All Ages,439,130.9
2013,92313,San Bernardino,All Ages,33,28.6
2013,92314,San Bernardino,All Ages,42,37.9
2013,92315,San Bernardino,All Ages,33,94.2
2013,92316,San Bernardino,All Ages,200,59.5
2013,92317,San Bernardino,All Ages,24,85.9
2013,92320,Riverside,All Ages,37,55.5
2013,92324,San Bernardino,All Ages,379,63.3
2013,92325,San Bernardino,All Ages,49,142.1
2013,92335,San Bernardino,All Ages,623,64.1
2013,92336,San Bernardino,All Ages,326,34.4
2013,92337,San Bernardino,All Ages,164,43.8
2013,92342,San Bernardino,All Ages,40,68.3
2013,92344,San Bernardino,All Ages,72,34.5
2013,92345,San Bernardino,All Ages,533,63.4
2013,92346,San Bernardino,All Ages,229,39.3
2013,92347,San Bernardino,All Ages,14,82.1
2013,92352,San Bernardino,All Ages,16,52.6
2013,92354,San Bernardino,All Ages,93,43.3
2013,92356,San Bernardino,All Ages,37,58.9
2013,92359,San Bernardino,All Ages,43,51.6
2013,92363,San Bernardino,All Ages,110,209.6
2013,92371,San Bernardino,All Ages,100,62
2013,92372,San Bernardino,All Ages,14,30.7
2013,92373,San Bernardino,All Ages,115,39.9
2013,92374,San Bernardino,All Ages,178,43.6
2013,92376,San Bernardino,All Ages,606,70.1
2013,92377,San Bernardino,All Ages,96,43.4
2013,92392,San Bernardino,All Ages,477,81.1
2013,92394,San Bernardino,All Ages,294,80.5
2013,92395,San Bernardino,All Ages,436,98.3
2013,92397,San Bernardino,All Ages,17,55.9
2013,92399,San Bernardino,All Ages,180,34.5
2013,92401,San Bernardino,All Ages,52,278.1
2013,92404,San Bernardino,All Ages,722,108.1
2013,92405,San Bernardino,All Ages,326,110.5
2013,92407,San Bernardino,All Ages,457,73.3
2013,92408,San Bernardino,All Ages,109,61.4
2013,92410,San Bernardino,All Ages,586,112.8
2013,92411,San Bernardino,All Ages,393,144.8
2013,92501,Riverside,All Ages,181,84.5
2013,92503,Riverside,All Ages,425,48.1
2013,92504,Riverside,All Ages,298,53.9
2013,92505,Riverside,All Ages,230,45.9
2013,92506,Riverside,All Ages,147,36.6
2013,92507,Riverside,All Ages,296,58
2013,92508,Riverside,All Ages,82,23.7
2013,92509,Riverside,All Ages,338,41.1
2013,92530,Riverside,All Ages,186,35.6
2013,92532,Riverside,All Ages,61,30.6
2013,92539,Riverside,All Ages,19,37.2
2013,92543,Riverside,All Ages,239,77.2
2013,92544,Riverside,All Ages,236,48.8
2013,92545,Riverside,All Ages,181,49
2013,92548,Riverside,All Ages,40,56.6
2013,92551,Riverside,All Ages,184,51.1
2013,92553,Riverside,All Ages,479,60.9
2013,92555,Riverside,All Ages,181,45.6
2013,92557,Riverside,All Ages,211,41.1
2013,92562,Riverside,All Ages,161,25.6
2013,92563,Riverside,All Ages,151,24.2
2013,92567,Riverside,All Ages,26,27.7
2013,92570,Riverside,All Ages,269,48
2013,92571,Riverside,All Ages,246,43.1
2013,92582,Riverside,All Ages,69,39.9
2013,92583,Riverside,All Ages,172,54.3
2013,92584,Riverside,All Ages,146,34.1
2013,92585,Riverside,All Ages,65,31.5
2013,92586,Riverside,All Ages,86,51.3
2013,92587,Riverside,All Ages,63,37.1
2013,92591,Riverside,All Ages,106,27.1
2013,92592,Riverside,All Ages,178,22.7
2013,92595,Riverside,All Ages,96,30.7
2013,92596,Riverside,All Ages,51,22.4
2013,92602,Orange,All Ages,47,21.8
2013,92603,Orange,All Ages,24,11.8
2013,92604,Orange,All Ages,70,26.4
2013,92606,Orange,All Ages,44,23.5
2013,92610,Orange,All Ages,19,19.3
2013,92612,Orange,All Ages,56,27.7
2013,92614,Orange,All Ages,39,19.1
2013,92618,Orange,All Ages,45,26.3
2013,92620,Orange,All Ages,93,23.1
2013,92624,Orange,All Ages,19,25.8
2013,92625,Orange,All Ages,32,24.1
2013,92626,Orange,All Ages,162,33.7
2013,92627,Orange,All Ages,236,39.8
2013,92629,Orange,All Ages,53,23.4
2013,92630,Orange,All Ages,152,26.3
2013,92637,Orange,All Ages,48,30.7
2013,92646,Orange,All Ages,123,23.6
2013,92647,Orange,All Ages,174,31.6
2013,92648,Orange,All Ages,121,27.2
2013,92649,Orange,All Ages,64,19.7
2013,92651,Orange,All Ages,49,23.3
2013,92653,Orange,All Ages,67,22.2
2013,92655,Orange,All Ages,39,58.6
2013,92656,Orange,All Ages,91,20.6
2013,92657,Orange,All Ages,12,13.5
2013,92660,Orange,All Ages,79,23.8
2013,92663,Orange,All Ages,43,19.7
2013,92672,Orange,All Ages,92,23.6
2013,92673,Orange,All Ages,47,15.1
2013,92675,Orange,All Ages,88,23.9
2013,92677,Orange,All Ages,119,19.2
2013,92679,Orange,All Ages,49,19.5
2013,92683,Orange,All Ages,324,35.7
2013,92688,Orange,All Ages,71,18.3
2013,92691,Orange,All Ages,105,23.9
2013,92692,Orange,All Ages,92,20.7
2013,92694,Orange,All Ages,37,17.1
2013,92701,Orange,All Ages,286,50.5
2013,92703,Orange,All Ages,324,45.8
2013,92704,Orange,All Ages,364,41.1
2013,92705,Orange,All Ages,123,28.9
2013,92706,Orange,All Ages,151,39.8
2013,92707,Orange,All Ages,313,50.5
2013,92708,Orange,All Ages,126,24.4
2013,92780,Orange,All Ages,192,32.7
2013,92782,Orange,All Ages,43,16.1
2013,92801,Orange,All Ages,353,58.2
2013,92802,Orange,All Ages,200,45.3
2013,92804,Orange,All Ages,419,48.9
2013,92805,Orange,All Ages,312,41.3
2013,92806,Orange,All Ages,216,55.3
2013,92807,Orange,All Ages,85,24.4
2013,92808,Orange,All Ages,34,18.2
2013,92821,Orange,All Ages,108,31.6
2013,92831,Orange,All Ages,153,48.6
2013,92832,Orange,All Ages,130,52.9
2013,92833,Orange,All Ages,190,36.9
2013,92835,Orange,All Ages,46,21
2013,92840,Orange,All Ages,221,40.6
2013,92841,Orange,All Ages,147,44.6
2013,92843,Orange,All Ages,193,43.1
2013,92844,Orange,All Ages,74,32
2013,92845,Orange,All Ages,25,16.6
2013,92860,Riverside,All Ages,76,27
2013,92865,Orange,All Ages,60,30.3
2013,92866,Orange,All Ages,70,47.6
2013,92867,Orange,All Ages,94,21
2013,92868,Orange,All Ages,94,42.6
2013,92869,Orange,All Ages,82,22.3
2013,92870,Orange,All Ages,171,33.7
2013,92879,Riverside,All Ages,191,40.5
2013,92880,Riverside,All Ages,185,28.2
2013,92881,Riverside,All Ages,83,24
2013,92882,Riverside,All Ages,222,32.2
2013,92883,Riverside,All Ages,70,24
2013,92886,Orange,All Ages,133,27
2013,92887,Orange,All Ages,37,21.7
2013,93001,Ventura,All Ages,131,43.4
2013,93003,Ventura,All Ages,150,32.5
2013,93004,Ventura,All Ages,85,30.4
2013,93010,Ventura,All Ages,136,32.6
2013,93012,Ventura,All Ages,69,18.8
2013,93013,Santa Barbara,All Ages,47,34.2
2013,93015,Ventura,All Ages,67,33.7
2013,93021,Ventura,All Ages,89,27.1
2013,93022,Ventura,All Ages,20,35.3
2013,93023,Ventura,All Ages,80,40.2
2013,93030,Ventura,All Ages,459,79.1
2013,93033,Ventura,All Ages,300,34.5
2013,93035,Ventura,All Ages,70,26.3
2013,93036,Ventura,All Ages,143,32.7
2013,93041,Ventura,All Ages,87,35.1
2013,93060,Ventura,All Ages,121,35.3
2013,93063,Ventura,All Ages,162,30.4
2013,93065,Ventura,All Ages,222,32.2
2013,93101,Santa Barbara,All Ages,150,52
2013,93103,Santa Barbara,All Ages,68,39.4
2013,93105,Santa Barbara,All Ages,49,19.9
2013,93108,Santa Barbara,All Ages,14,17
2013,93109,Santa Barbara,All Ages,14,14.8
2013,93110,Santa Barbara,All Ages,41,30.4
2013,93111,Santa Barbara,All Ages,40,21.7
2013,93117,Santa Barbara,All Ages,104,27.7
2013,93202,Kings,All Ages,57,200.2
2013,93203,Kern,All Ages,81,35
2013,93204,Kings,All Ages,52,38.1
2013,93210,Fresno,All Ages,93,51.7
2013,93212,Kings,All Ages,138,63.2
2013,93215,Kern,All Ages,267,47.6
2013,93219,Tulare,All Ages,68,58
2013,93221,Tulare,All Ages,45,29.4
2013,93223,Tulare,All Ages,65,59.4
2013,93230,Kings,All Ages,834,119.5
2013,93234,Fresno,All Ages,42,56.1
2013,93235,Tulare,All Ages,35,76.3
2013,93240,Kern,All Ages,32,71.2
2013,93241,Kern,All Ages,68,34.3
2013,93242,Fresno,All Ages,18,59.5
2013,93245,Kings,All Ages,270,72.6
2013,93247,Tulare,All Ages,104,52.6
2013,93250,Kern,All Ages,84,53.6
2013,93256,Tulare,All Ages,37,51.9
2013,93257,Tulare,All Ages,363,44.4
2013,93261,Tulare,All Ages,14,90.3
2013,93263,Kern,All Ages,83,40
2013,93265,Tulare,All Ages,12,31.6
2013,93267,Tulare,All Ages,36,55.5
2013,93268,Kern,All Ages,46,24.1
2013,93270,Tulare,All Ages,28,42.2
2013,93272,Tulare,All Ages,22,48.7
2013,93274,Tulare,All Ages,521,68.4
2013,93277,Tulare,All Ages,219,43.6
2013,93280,Kern,All Ages,98,32.7
2013,93285,Kern,All Ages,17,68.7
2013,93286,Tulare,All Ages,50,49.9
2013,93291,Tulare,All Ages,295,52.7
2013,93292,Tulare,All Ages,150,35.2
2013,93301,Kern,All Ages,196,165.7
2013,93304,Kern,All Ages,584,106.3
2013,93305,Kern,All Ages,415,102.7
2013,93306,Kern,All Ages,428,62.2
2013,93307,Kern,All Ages,779,84.4
2013,93308,Kern,All Ages,378,69.7
2013,93309,Kern,All Ages,410,66.1
2013,93311,Kern,All Ages,139,31.5
2013,93312,Kern,All Ages,130,22.4
2013,93313,Kern,All Ages,210,44.8
2013,93314,Kern,All Ages,47,20.6
2013,93401,San Luis Obispo,All Ages,67,31.2
